역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자,제공기관코드,제공기관명,
U114,의정부시청,L4101,의정부경전철,Uijeongbu City Hall,議政府市廳,일반역,,,37.7392416,127.0348664,인천교통공사,경기도 의정부시 의정부로 69,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U115,흥선,L4101,의정부경전철,Heungseon,興宣,일반역,,,37.7432842,127.0371212,인천교통공사,경기도 의정부시 호국로 1197,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U117,의정부중앙,L4101,의정부경전철,Uijeongbu Jung-ang,議政府中央,일반역,,,37.7436839,127.0496634,인천교통공사,경기도 의정부시 호국로 1305,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U118,동오,L4101,의정부경전철,Dong-o,東梧,일반역,,,37.7452685,127.056979,인천교통공사,경기도 의정부시 장곡로 471,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U119,새말,L4101,의정부경전철,Sae-mal,,일반역,,,37.7488688,127.0637846,인천교통공사,경기도 의정부시 장곡로 551,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U120,경기도청북부청사,L4101,의정부경전철,Northern Gyeonggi-do Government,京畿道廳北部廳舍,일반역,,,37.7507731,127.0716075,인천교통공사,경기도 의정부시 장곡로 615,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U121,효자,L4101,의정부경전철,Hyoja,孝子,일반역,,,37.7539992,127.0772808,인천교통공사,경기도 의정부시 부용로 159-40,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U122,곤제,L4101,의정부경전철,Gonjae,昆弟,일반역,,,37.7505337,127.083846,인천교통공사,경기도 의정부시 천보로 173,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U123,어룡,L4101,의정부경전철,Eoryong,魚龍,일반역,,,37.7426961,127.0852263,인천교통공사,경기도 의정부시 충의로 125,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U124,송산,L4101,의정부경전철,Songsan,松山,일반역,,,37.737262,127.0872261,인천교통공사,경기도 의정부시 충의로 59,031-820-1000,2018-06-25,3820000,경기도 의정부시,
U125,탑석,L4101,의정부경전철,Tapseok,塔石,일반역,,,37.7334668,127.0889285,인천교통공사,경기도 의정부시 충의로 20,031-820-1000,2018-06-25,3820000,경기도 의정부시,
101,판암,S3001,대전도시철도 1호선,Panam,板岩,일반역,,,36.316896,127.458264,대전광역시 도시철도공사,대전광역시 동구 옥천로 지하162 (판암동),042-539-3601,2018-02-20,B551918,대전광역시도시철도공사,
102,신흥,S3001,대전도시철도 1호선,Sinheung,新興,일반역,,,36.319652,127.448792,대전광역시 도시철도공사,대전광역시 동구 옥천로 지하 70 (판암동),042-539-3602,2018-02-20,B551918,대전광역시도시철도공사,
103,대동,S3001,대전도시철도 1호선,Dae-dong,大洞,일반역,,,36.329532,127.442848,대전광역시 도시철도공사,대전광역시 동구 계족로 지하 176 (대동),042-539-3603,2018-02-20,B551918,대전광역시도시철도공사,
104,대전,S3001,대전도시철도 1호선,Daejeon,大田,일반역,,,36.331583,127.433118,대전광역시 도시철도공사,대전광역시 동구 중앙로 지하 218 (중동),042-539-3604,2018-02-20,B551918,대전광역시도시철도공사,
105,중앙로,S3001,대전도시철도 1호선,Jungangno,中央路,일반역,,,36.328664,127.425842,대전광역시 도시철도공사,대전광역시 중구 중앙로 지하 145 (은행동),042-539-3605,2018-02-20,B551918,대전광역시도시철도공사,
106,중구청,S3001,대전도시철도 1호선,Jung-gu Office,中區廳,일반역,,,36.324831,127.419627,대전광역시 도시철도공사,대전광역시 중구 중앙로 지하 71 (선화동),042-539-3606,2018-02-20,B551918,대전광역시도시철도공사,
107,서대전네거리,S3001,대전도시철도 1호선,Seodaejeon negeori,西大田4,일반역,,,36.322416,127.412518,대전광역시 도시철도공사,대전광역시 중구 계룡로 지하 889(용두동),042-539-3607,2018-02-20,B551918,대전광역시도시철도공사,
108,오룡,S3001,대전도시철도 1호선,Oryong,五龍,일반역,,,36.328582,127.405046,대전광역시 도시철도공사,대전광역시 중구 계룡로 지하 793(오류동),042-539-3608,2018-02-20,B551918,대전광역시도시철도공사,
109,용문,S3001,대전도시철도 1호선,Yongmun,龍汶,일반역,,,36.338252,127.393317,대전광역시 도시철도공사,대전광역시 서구 계룡로 지하 644(용문동),042-539-3609,2018-02-20,B551918,대전광역시도시철도공사,
110,탄방,S3001,대전도시철도 1호선,Tanbang,炭坊,일반역,,,36.345440,127.384603,대전광역시 도시철도공사,대전광역시 서구 문정로48번길 지하 19(탄방동),042-539-3610,2018-02-20,B551918,대전광역시도시철도공사,
111,시청,S3001,대전도시철도 1호선,City Hall,市廳,일반역,,,36.351673,127.386739,대전광역시 도시철도공사,대전광역시 서구 둔산중로 지하 55(둔산동),042-539-3611,2018-02-20,B551918,대전광역시도시철도공사,
112,정부청사,S3001,대전도시철도 1호선,Government  Complex Daejeon,政府廳舍,일반역,,,36.357661,127.381047,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 744(둔산동),042-539-3612,2018-02-20,B551918,대전광역시도시철도공사,
113,갈마,S3001,대전도시철도 1호선,Galma,葛馬,일반역,,,36.357522,127.372632,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 666(갈마동),042-539-3613,2018-02-20,B551918,대전광역시도시철도공사,
114,월평,S3001,대전도시철도 1호선,Wolpyeong,月坪,일반역,,,36.358272,127.364382,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 595(월평동),042-539-3614,2018-02-20,B551918,대전광역시도시철도공사,
115,갑천,S3001,대전도시철도 1호선,Gapcheon,甲川,일반역,,,36.354578,127.354467,대전광역시 도시철도공사,대전광역시 서구 갑천도시고속도로 지하 1833(월평동),042-539-3615,2018-02-20,B551918,대전광역시도시철도공사,
116,유성온천,S3001,대전도시철도 1호선,Yuseong Spa,儒城溫泉,일반역,,,36.353689,127.341524,대전광역시 도시철도공사,대전광역시 유성구 계룡로 지하 97(봉명동),042-539-3616,2018-02-20,B551918,대전광역시도시철도공사,
117,구암,S3001,대전도시철도 1호선,Guam,九岩,일반역,,,36.356605,127.330830,대전광역시 도시철도공사,대전광역시 유성구 유성대로 703(구암동),042-539-3617,2018-02-20,B551918,대전광역시도시철도공사,
118,현충원,S3001,대전도시철도 1호선,National  Cemetery,顯忠院,일반역,,,36.359021,127.321525,대전광역시 도시철도공사,대전광역시 유성구 현충원로 지하 455(구암동),042-539-3618,2018-02-20,B551918,대전광역시도시철도공사,
119,월드컵경기장,S3001,대전도시철도 1호선,World Cup  Stadium,World Cup 競技場,일반역,,,36.366825,127.317859,대전광역시 도시철도공사,대전광역시 유성구 한밭대로 지하 155(노은동),042-539-3619,2018-02-20,B551918,대전광역시도시철도공사,
120,노은,S3001,대전도시철도 1호선,Noeun,老隱,일반역,,,36.374150,127.317835,대전광역시 도시철도공사,대전광역시 유성구 노은로 지하 161(지족동),042-539-3620,2018-02-20,B551918,대전광역시도시철도공사,
121,지족,S3001,대전도시철도 1호선,Jijok,智足,일반역,,,36.384106,127.319501,대전광역시 도시철도공사,대전광역시 유성구 노은로 273(지족동),042-539-3621,2018-02-20,B551918,대전광역시도시철도공사,
122,반석,S3001,대전도시철도 1호선,Banseok,盤石,일반역,,,36.392128,127.314581,대전광역시 도시철도공사,대전광역시 유성구 북유성대로 지하 303(반석동),042-539-3622,2018-02-20,B551918,대전광역시도시철도공사,
0095,다대포해수욕장,S2601,부산도시철도 1호선,Dadaepo Beach,多大浦海水浴場,일반역,,,35.089951,128.973971,부산교통공사,부산광역시 사하구 다대로 지하 692,051-678-6195,2018-01-30,B551542,부산교통공사,
0096,다대포항역,S2601,부산도시철도 1호선,Dadaepo Harbor,多大浦港,일반역,,,35.081631,128.977636,부산교통공사,부산광역시 사하구 다대로 지하 548,051-678-6196,2018-01-30,B551542,부산교통공사,
0097,낫개역,S2601,부산도시철도 1호선,Natgae,羅 浦,일반역,,,35.074433,128.977041,부산교통공사,부산광역시 사하구 다대로 지하 422,051-678-6197,2018-01-30,B551542,부산교통공사,
0098,신장림역,S2601,부산도시철도 1호선,Sinjangnim,新長林,일반역,,,35.065265,128.979873,부산교통공사,부산광역시 사하구 다대로 지하 310,051-678-6198,2018-01-30,B551542,부산교통공사,
0099,장림역,S2601,부산도시철도 1호선,Jangnim,長林,일반역,,,35.057419,128.971279,부산교통공사,부산광역시 사하구 다대로 지하 230,051-618-6199,2018-01-30,B551542,부산교통공사,
0100,동매역,S2601,부산도시철도 1호선,Dongmae,東 山,일반역,,,35.048621,128.965908,부산교통공사,부산광역시 사하구 신산로 지하 168,051-618-6100,2018-01-30,B551542,부산교통공사,
0101,신평역,S2601,부산도시철도 1호선,Sinpyeong,新平,일반역,,,35.095179,128.960564,부산교통공사,부산광역시 사하구 하신번영로 140,051-678-6101,2018-01-30,B551542,부산교통공사,
0102,하단역,S2601,부산도시철도 1호선,Hadan,下端,일반역,,,35.106180,128.966803,부산교통공사,부산광역시 사하구 낙동남로 지하 1415,051-678-6102,2018-01-30,B551542,부산교통공사,
0103,당리역,S2601,부산도시철도 1호선,Dangni,堂里,일반역,,,35.103532,128.973846,부산교통공사,부산광역시 사하구 낙동대로 지하 405,051-678-6103,2018-01-30,B551542,부산교통공사,
0104,사하역,S2601,부산도시철도 1호선,Saha,沙下,일반역,,,35.099847,128.983100,부산교통공사,부산광역시 사하구 낙동대로 지하 309,051-678-6104,2018-01-30,B551542,부산교통공사,
0105,괴정역,S2601,부산도시철도 1호선,Goejeong,槐亭,일반역,,,35.099816,128.992144,부산교통공사,부산광역시 사하구 낙동대로 지하 221,051-678-6105,2018-01-30,B551542,부산교통공사,
0106,대티역,S2601,부산도시철도 1호선,Daeti,大峙,일반역,,,35.103126,128.999936,부산교통공사,부산광역시 사하구 낙동대로 지하 141,051-678-6106,2018-01-30,B551542,부산교통공사,
0107,서대신역,S2601,부산도시철도 1호선,Seodaesin,西大新,일반역,,,35.110937,129.012178,부산교통공사,부산광역시 서구 대영로 지하 1,051-678-6107,2018-01-30,B551542,부산교통공사,
0108,동대신역,S2601,부산도시철도 1호선,Dongdaesin,東大新,일반역,,,35.110452,129.017684,부산교통공사,부산광역시 서구 구덕로 지하 290,051-678-6108,2018-01-30,B551542,부산교통공사,
0109,토성역,S2601,부산도시철도 1호선,Toseong,土城,일반역,,,35.100727,129.019776,부산교통공사,부산광역시 서구 구덕로 지하 170,051-678-6109,2018-01-30,B551542,부산교통공사,
0110,자갈치역,S2601,부산도시철도 1호선,Jagalchi,??其,일반역,,,35.097372,129.026670,부산교통공사,부산광역시 중구 구덕로 지하 80,051-678-6110,2018-01-30,B551542,부산교통공사,
0111,남포역,S2601,부산도시철도 1호선,Nampo,南浦,일반역,,,35.097953,129.034869,부산교통공사,부산광역시 중구 구덕로 지하 12,051-678-6111,2018-01-30,B551542,부산교통공사,
0112,중앙역,S2601,부산도시철도 1호선,Jungang,中央,일반역,,,35.103837,129.036371,부산교통공사,부산광역시 중구 중앙대로 지하 83,051-678-6112,2018-01-30,B551542,부산교통공사,
0113,부산역,S2601,부산도시철도 1호선,Busan Station,釜山驛,일반역,,,35.115224,129.039700,부산교통공사,부산광역시 동구 중앙대로 지하 200,051-678-6113,2018-01-30,B551542,부산교통공사,
0114,초량역,S2601,부산도시철도 1호선,Choryang,草梁,일반역,,,35.121168,129.043039,부산교통공사,부산광역시 동구 중앙대로 지하 264,051-678-6114,2018-01-30,B551542,부산교통공사,
0115,부산진역,S2601,부산도시철도 1호선,Busanjin,釜山鎭,일반역,,,35.127787,129.047894,부산교통공사,부산광역시 동구 중앙대로 지하 350,051-678-6115,2018-01-30,B551542,부산교통공사,
0116,좌천역,S2601,부산도시철도 1호선,Jwacheon,佐川,일반역,,,35.134361,129.054455,부산교통공사,부산광역시 동구 중앙대로 지하 446,051-678-6116,2018-01-30,B551542,부산교통공사,
0117,범일역,S2601,부산도시철도 1호선,Beomil,凡一,일반역,,,35.140952,129.059352,부산교통공사,부산광역시 동구 범일로 지하 108,051-678-6117,2018-01-30,B551542,부산교통공사,
0118,범내골역,S2601,부산도시철도 1호선,Beomnaegol,凡內谷,일반역,,,35.147400,129.059261,부산교통공사,부산광역시 부산진구 중앙대로 지하 612,051-678-6118,2018-01-30,B551542,부산교통공사,
0119,서면역(1호선),S2601,부산도시철도 1호선,Seomyeon,西 面,환승역,S2601+S2602,부산도시철도 1호선+부산도시철도 2호선,35.158282,129.059556,부산교통공사,부산광역시 부산진구 중앙대로 지하 730,051-678-6119,2018-01-30,B551542,부산교통공사,
0120,부전역,S2601,부산도시철도 1호선,Bujeon,釜田,일반역,,,35.162587,129.062952,부산교통공사,부산광역시 부산진구 중앙대로 지하 786,051-678-6120,2018-01-30,B551542,부산교통공사,
0121,양정역,S2601,부산도시철도 1호선,Yangjeong,楊亭,일반역,,,35.173122,129.071366,부산교통공사,부산광역시 부산진구 중앙대로 지하 930,051-678-6121,2018-01-30,B551542,부산교통공사,
0122,시청역,S2601,부산도시철도 1호선,City Hall,市廳,일반역,,,35.179837,129.076642,부산교통공사,부산광역시 연제구 중앙대로 지하 1017,051-678-6122,2018-01-30,B551542,부산교통공사,
0123,연산역,S2601,부산도시철도 1호선,Yeonsan,蓮山,환승역,S2601+S2603,부산도시철도 1호선+부산도시철도 3호선,35.186168,129.081534,부산교통공사,부산광역시 연제구 중앙대로 지하 1101,051-678-6123,2018-01-30,B551542,부산교통공사,
0124,교대역,S2601,부산도시철도 1호선,Busan Nat''l Univ. of Edu.,釜山敎育大學校,일반역,,,35.196050,129.080035,부산교통공사,부산광역시 연제구 중앙대로 지하 1217,051-678-6124,2018-01-30,B551542,부산교통공사,
0125,동래역,S2601,부산도시철도 1호선,Dongnae,東萊,일반역,,,35.205641,129.078506,부산교통공사,부산광역시 동래구 중앙대로 1324,051-678-6125,2018-01-30,B551542,부산교통공사,
0126,명륜역,S2601,부산도시철도 1호선,Myeongnyun,明倫,일반역,,,35.212551,129.079659,부산교통공사,부산광역시 동래구 중앙대로 1414,051-678-6126,2018-01-30,B551542,부산교통공사,
0127,온천장역,S2601,부산도시철도 1호선,Oncheonjang,溫泉場,일반역,,,35.220249,129.086437,부산교통공사,부산광역시 동래구 중앙대로 1520,051-678-6127,2018-01-30,B551542,부산교통공사,
0128,부산대역,S2601,부산도시철도 1호선,Pusan Nat''l Univ.,釜山大學校,일반역,,,35.229609,129.089358,부산교통공사,부산광역시 금정구 장전온천천로 48,051-678-6128,2018-01-30,B551542,부산교통공사,
0129,장전역,S2601,부산도시철도 1호선,Jangjeon,長箭,일반역,,,35.238110,129.088111,부산교통공사,부산광역시 금정구 장전온천천로 144,051-678-6129,2018-01-30,B551542,부산교통공사,
0130,구서역,S2601,부산도시철도 1호선,Guseo,久瑞,일반역,,,35.24740654,129.09132689,부산교통공사,부산광역시 금정구 금정로 233번길 46,051-678-6130,2018-01-30,B551542,부산교통공사,
0131,두실역,S2601,부산도시철도 1호선,Dusil,斗實,일반역,,,35.25695863,129.09138590,부산교통공사,부산광역시 금정구 중앙대로 지하 1927-1,051-678-6131,2018-01-30,B551542,부산교통공사,
0132,남산역,S2601,부산도시철도 1호선,Namsan,南山,일반역,,,35.26540366,129.09249634,부산교통공사,부산광역시 금정구 중앙대로 지하 2019-1,051-678-6132,2018-01-30,B551542,부산교통공사,
0133,범어사역,S2601,부산도시철도 1호선,Beomeosa,梵魚寺,일반역,,,35.27310548,129.09267873,부산교통공사,부산광역시 금정구 중앙대로 지하 2107,051-678-6133,2018-01-30,B551542,부산교통공사,
0134,노포역,S2601,부산도시철도 1호선,Nopo,老圃,일반역,,,35.28365953,129.09496665,부산교통공사,부산광역시 금정구 중앙대로 2238,051-678-6134,2018-01-30,B551542,부산교통공사,
0201,장산역,S2602,부산도시철도 2호선,Jangsan,?山,일반역,,,35.16991442,129.17698592,부산교통공사,부산광역시 해운대구 해운대로 지하 820,051-678-6201,2018-01-30,B551542,부산교통공사,
2020,중동역,S2602,부산도시철도 2호선,Jung-dong,中洞,일반역,,,35.16670005,129.16860402,부산교통공사,부산광역시 해운대구 해운대로 지하 730,051-678-6202,2018-01-30,B551542,부산교통공사,
0203,해운대역,S2602,부산도시철도 2호선,Haeundae,海雲臺,일반역,,,35.16367194,129.15890783,부산교통공사,부산광역시 해운대구 해운대로 지하 626,051-678-6203,2018-01-30,B551542,부산교통공사,
0204,동백역,S2602,부산도시철도 2호선,Dongbaek,冬柏,일반역,,,35.16148357,129.14789736,부산교통공사,부산광역시 해운대구 해운대로 지하 522,051-678-6204,2018-01-30,B551542,부산교통공사,
0205,시립미술관역,S2602,부산도시철도 2호선,Busan Museum of Art,市立美術館,일반역,,,35.16884444,129.13893342,부산교통공사,부산광역시 해운대구 해운대로 지하 396,051-678-6205,2018-01-30,B551542,부산교통공사,
0206,센텀시티역,S2602,부산도시철도 2호선,Centum City,Centum City,일반역,,,35.16882690,129.13174510,부산교통공사,부산광역시 해운대구 센텀남대로 지하 76,051-678-6206,2018-01-30,B551542,부산교통공사,
0207,민락역,S2602,부산도시철도 2호선,Millak,民樂,일반역,,,35.16722848,129.12190944,부산교통공사,부산광역시 수영구 수영로 지하 769,051-678-6207,2018-01-30,B551542,부산교통공사,
0208,수영역,S2602,부산도시철도 2호선,Suyeong,水營,환승역,S2602+S2603,부산도시철도 2호선+부산도시철도 3호선,35.16522658,129.11471307,부산교통공사,부산광역시 수영구 수영로 지하 677,051-678-6208,2018-01-30,B551542,부산교통공사,
0209,광안역,S2602,부산도시철도 2호선,Gwangan,廣安,일반역,,,35.15791582,129.11316812,부산교통공사,부산광역시 수영구 수영로 지하 576,051-678-6209,2018-01-30,B551542,부산교통공사,
0210,금련산역,S2602,부산도시철도 2호선,Geumnyeonsan,金蓮山,일반역,,,35.14977102,129.11096066,부산교통공사,부산광역시 수영구 수영로 지하 482,051-678-6210,2018-01-30,B551542,부산교통공사,
0211,남천역,S2602,부산도시철도 2호선,Namcheon,南川,일반역,,,35.14213865,129.10797805,부산교통공사,부산광역시 수영구 수영로 지하 410,051-678-6211,2018-01-30,B551542,부산교통공사,
0212,경성대부경대역,S2602,부산도시철도 2호선,Kyungsung Univ?Pukyong Nat''l Univ.,慶星大釜慶大,일반역,,,35.13758520,129.10054833,부산교통공사,부산광역시 남구 수영로 지하 324,051-678-6212,2018-01-30,B551542,부산교통공사,
0213,대연역,S2602,부산도시철도 2호선,Daeyeon,大淵,일반역,,,35.13515264,129.09216106,부산교통공사,부산광역시 남구 수영로 지하 242,051-678-6213,2018-01-30,B551542,부산교통공사,
0214,못골역,S2602,부산도시철도 2호선,Motgol,池谷,일반역,,,35.13473149,129.08441484,부산교통공사,부산광역시 남구 수영로 지하 170,051-678-6214,2018-01-30,B551542,부산교통공사,
0215,지게골역,S2602,부산도시철도 2호선,Jigegol,支架谷,일반역,,,35.13557379,129.07436460,부산교통공사,부산광역시 남구 수영로 지하 70,051-678-6215,2018-01-30,B551542,부산교통공사,
0216,문현역,S2602,부산도시철도 2호선,Munhyeon,門峴,일반역,,,35.13915130,129.06739891,부산교통공사,부산광역시 남구 전포대로 지하 17,051-678-6216,2018-01-30,B551542,부산교통공사,
0217,국제금융센터부산은행역,S2602,부산도시철도 2호선,Busan Int''l Finance Center Busan Bank,釜山國際金融中心·釜山銀行,일반역,,,35.14581675,129.06675518,부산교통공사,부산광역시 남구 전포대로 지하 97,051-678-6217,2018-01-30,B551542,부산교통공사,
0218,전포역,S2602,부산도시철도 2호선,Jeonpo,田浦,일반역,,,35.15310228,129.06537384,부산교통공사,부산광역시 부산진구 전포대로 지하 181,051-678-6218,2018-01-30,B551542,부산교통공사,
0219,서면역(2호선),S2602,부산도시철도 2호선,Seomyeon,西面,환승역,S2602+S2601,부산도시철도 2호선+부산도시철도 1호선,35.15774038,129.05908406,부산교통공사,부산광역시 부산진구 중앙대로 지하 730,051-678-6219,2018-01-30,B551542,부산교통공사,
0220,부암역,S2602,부산도시철도 2호선,Buam,釜岩,일반역,,,35.15744434,129.05018449,부산교통공사,부산광역시 부산진구 가야대로 지하 719,051-678-6220,2018-01-30,B551542,부산교통공사,
0221,가야역,S2602,부산도시철도 2호선,Gaya,伽倻,일반역,,,35.15588298,129.04281646,부산교통공사,부산광역시 부산진구 가야대로 지하 650,051-678-6221,2018-01-30,B551542,부산교통공사,
0222,동의대역,S2602,부산도시철도 2호선,Dongeui Univ.,東義大,일반역,,,35.15398606,129.03275013,부산교통공사,부산광역시 부산진구 가야대로 지하 554,051-678-6222,2018-01-30,B551542,부산교통공사,
0223,개금역,S2602,부산도시철도 2호선,Gaegeum,開琴,일반역,,,35.15328430,129.02053267,부산교통공사,부산광역시 부산진구 가야대로 지하 442,051-678-6223,2018-01-30,B551542,부산교통공사,
0224,냉정역,S2602,부산도시철도 2호선,Naengjeong,冷井,일반역,,,35.15125355,129.01225537,부산교통공사,부산광역시 사상구 가야대로 지하 362-1,051-678-6224,2018-01-30,B551542,부산교통공사,
0225,주례역,S2602,부산도시철도 2호선,Jurye,周禮,일반역,,,35.15050790,129.00307685,부산교통공사,부산광역시 사상구 가야대로 지하 292,051-678-6225,2018-01-30,B551542,부산교통공사,
0226,감전역,S2602,부산도시철도 2호선,Gamjeon,甘田,일반역,,,35.15552772,128.99114639,부산교통공사,부산광역시 사상구 사상로 지하 93-1,051-678-6226,2018-01-30,B551542,부산교통공사,
0227,사상역,S2602,부산도시철도 2호선,Sasang,沙上,환승역,S2602+L4801,부산도시철도 2호선+김해경전철,35.16236068,128.98462057,부산교통공사,부산광역시 사상구 사상로 지하 203,051-678-6227,2018-01-30,B551542,부산교통공사,
0228,덕포역,S2602,부산도시철도 2호선,Deokpo,德浦,일반역,,,35.17375351,128.98395538,부산교통공사,부산광역시 사상구 사상로 지하 320-1,051-678-6228,2018-01-30,B551542,부산교통공사,
0229,모덕역,S2602,부산도시철도 2호선,Modeok,毛德,일반역,,,35.18036570,128.98562104,부산교통공사,부산광역시 사상구 사상로 지하 409,051-678-6229,2018-01-30,B551542,부산교통공사,
0230,모라역,S2602,부산도시철도 2호선,Mora,毛羅,일반역,,,35.18966264,128.98865461,부산교통공사,부산광역시 사상구 사상로 지하 498,051-678-6230,2018-01-30,B551542,부산교통공사,
0231,구남역,S2602,부산도시철도 2호선,Gunam,龜南,일반역,,,35.19680397,128.99492830,부산교통공사,부산광역시 북구 백양대로 지하 1026,051-678-6231,2018-01-30,B551542,부산교통공사,
0232,구명역,S2602,부산도시철도 2호선,Gumyeong,龜明,일반역,,,35.20252009,128.99932176,부산교통공사,부산광역시 북구 백양대로 지하 1094,051-678-6232,2018-01-30,B551542,부산교통공사,
0233,덕천역(2호선),S2602,부산도시철도 2호선,Deokcheon,德川,환승역,S2602+S2603,부산도시철도 2호선+부산도시철도 3호선,35.21021911,129.00567323,부산교통공사,부산광역시 북구 금곡대로 지하 14,051-678-6233,2018-01-30,B551542,부산교통공사,
0234,수정역,S2602,부산도시철도 2호선,Sujeong,水亭,일반역,,,35.22335596,129.00919765,부산교통공사,부산광역시 북구 금곡대로 지하 160,051-678-6234,2018-01-30,B551542,부산교통공사,
0235,화명역,S2602,부산도시철도 2호선,Hwamyeong,華明,일반역,,,35.23627817,129.01391834,부산교통공사,부산광역시 북구 금곡대로 지하 311,051-678-6235,2018-01-30,B551542,부산교통공사,
0236,율리역,S2602,부산도시철도 2호선,Yulli,栗里,일반역,,,35.24671435,129.01291788,부산교통공사,부산광역시 북구 금곡대로 지하 440,051-678-6236,2018-01-30,B551542,부산교통공사,
0237,동원역,S2602,부산도시철도 2호선,Dongwon,東院,일반역,,,35.25865603,129.01239216,부산교통공사,부산광역시 북구 금곡대로 575,051-678-6237,2018-01-30,B551542,부산교통공사,
0238,금곡역,S2602,부산도시철도 2호선,Geumgok,金谷,일반역,,,35.26724761,129.01667029,부산교통공사,부산광역시 북구 금곡대로 685,051-678-6238,2018-01-30,B551542,부산교통공사,
0239,호포역,S4802,부산도시철도 2호선,Hopo,湖浦,일반역,,,35.28040587,129.01709676,부산교통공사,경상남도 양산시 동면 양산대로 62,051-678-6239,2018-01-30,B551542,부산교통공사,
0240,증산역,S4802,부산도시철도 2호선,Jeungsan,甑山,일반역,,,35.30830212,129.01024612,부산교통공사,경상남도 양산시 물금읍 메기로 168,051-678-6240,2018-01-30,B551542,부산교통공사,
0241,부산대양산캠퍼스역,S4802,부산도시철도 2호선,Pusan Nat''l Univ. Yangsan Campus,釜山大梁山Campus,일반역,,,35.31695487,129.01389956,부산교통공사,경상남도 양산시 물금읍 메기로 270,051-678-6241,2018-01-30,B551542,부산교통공사,
0242,남양산역,S4802,부산도시철도 2호선,Namyangsan,南梁山,일반역,,,35.32535863,129.01945710,부산교통공사,경상남도 양산시 동면 메기로 380,051-678-6242,2018-01-30,B551542,부산교통공사,
0243,양산역,S4802,부산도시철도 2호선,Yangsan,梁山,일반역,,,35.33864967,129.02639061,부산교통공사,경상남도 양산시 강변로 441,051-678-6243,2018-01-30,B551542,부산교통공사,
0301,수영역(3호선),S2603,부산도시철도 3호선,Suyeong,水營,환승역,S2603+S2602,부산도시철도 3호선+부산도시철도 2호선,35.16775252,129.11458969,부산교통공사,부산광역시 수영구 수영로 지하 677,051-678-6301,2018-01-30,B551542,부산교통공사,
0302,망미역,S2603,부산도시철도 3호선,Mangmi,望美,일반역,,,35.17152813,129.10822481,부산교통공사,부산광역시 수영구 연수로 지하 337,051-678-6302,2018-01-30,B551542,부산교통공사,
0303,배산역,S2603,부산도시철도 3호선,Baesan,盃山,일반역,,,35.17350357,129.09549773,부산교통공사,부산광역시 연제구 연수로 지하 229,051-678-6303,2018-01-30,B551542,부산교통공사,
0304,물만골역,S2603,부산도시철도 3호선,Mulmangol,水滿谷,일반역,,,35.17680755,129.08574790,부산교통공사,부산광역시 연제구 월드컵대로 지하 23,051-678-6304,2018-01-30,B551542,부산교통공사,
0305,연산역(3호선),S2603,부산도시철도 3호선,Yeonsan,蓮山,환승역,S2603+S2601,부산도시철도 3호선+부산도시철도 1호선,35.18617285,129.08152610,부산교통공사,부산광역시 연제구 중앙대로 지하 1101,051-678-6305,2018-01-30,B551542,부산교통공사,
0306,거제역,S2603,부산도시철도 3호선,Geoje,巨堤,일반역,,,35.18858854,129.07394081,부산교통공사,부산광역시 연제구 월드컵대로 지하 209,051-678-6306,2018-01-30,B551542,부산교통공사,
0307,종합운동장역,S2603,부산도시철도 3호선,Sports Complex,綜合運動場,일반역,,,35.19124966,129.06750351,부산교통공사,부산광역시 연제구 아시아드대로 지하 73,051-678-6307,2018-01-30,B551542,부산교통공사,
0308,사직역,S2603,부산도시철도 3호선,Sajik,社稷,일반역,,,35.19899797,129.06499565,부산교통공사,부산광역시 동래구 아시아드대로 지하 153,051-678-6308,2018-01-30,B551542,부산교통공사,
0309,미남역(3호선),S2603,부산도시철도 3호선,Minam,美南,환승역,S2603+S2604,부산도시철도 3호선+부산도시철도 4호선,35.20550292,129.06806141,부산교통공사,부산광역시 동래구 아시아드대로 지하 232,051-678-6309,2018-01-30,B551542,부산교통공사,
0310,만덕역,S2603,부산도시철도 3호선,Mandeok,萬德,일반역,,,35.21300005,129.03652668,부산교통공사,부산광역시 북구 만덕대로 지하 291,051-678-6310,2018-01-30,B551542,부산교통공사,
0311,남산정역,S2603,부산도시철도 3호선,Namsanjeong,南山亭,일반역,,,35.21333972,129.02392834,부산교통공사,부산광역시 북구 만덕대로 지하 179,051-678-6311,2018-01-30,B551542,부산교통공사,
0312,숙등역,S2603,부산도시철도 3호선,Sukdeung,淑嶝,일반역,,,35.21197008,129.01274890,부산교통공사,부산광역시 북구 만덕대로 지하 79,051-678-6312,2018-01-30,B551542,부산교통공사,
